id,file,key_or_location,locale,surfaces_and_states,original,final,coverage_status,slop_finding,pattern_and_reason,repair,no_slop_verdict,exception_reason,verification_evidence
"group-13-name:en","src/content/landing.json","features.groups.group-13.name","en","Features disclosure label","Engagement","Engagement","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-13-name:ar","src/content/landing.json","features.groups.group-13.name","ar","Features disclosure label","التواصل","التواصل","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-13-inventory:en","src/content/landing.json","features.groups.group-13.inventory","en","Expanded features disclosure","Coupons and usage; loyalty earning/admin adjustment; review moderation; newsletter subscribers; push opt-in; Store broadcasts; notification inbox/read/delete; abandoned-cart recovery status.","Coupons and usage; loyalty earning/admin adjustment; review moderation; newsletter subscribers; push opt-in; Store broadcasts; notification inbox/read/delete; abandoned-cart recovery status.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-13-inventory:ar","src/content/landing.json","features.groups.group-13.inventory","ar","Expanded features disclosure","الكوبونات والاستخدام؛ كسب الولاء وتعديل الإدارة؛ مراجعة التقييمات؛ مشتركو النشرة؛ الاشتراك في الإشعارات؛ بث المتجر؛ صندوق الإشعارات وقراءتها وحذفها؛ حالة استرجاع السلة.","الكوبونات والاستخدام؛ كسب الولاء وتعديل الإدارة؛ مراجعة التقييمات؛ مشتركو النشرة؛ الاشتراك في الإشعارات؛ بث المتجر؛ صندوق الإشعارات وقراءتها وحذفها؛ حالة استرجاع السلة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-14-name:en","src/content/landing.json","features.groups.group-14.name","en","Features disclosure label","Finance","Finance","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-14-name:ar","src/content/landing.json","features.groups.group-14.name","ar","Features disclosure label","المالية","المالية","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-14-inventory:en","src/content/landing.json","features.groups.group-14.inventory","en","Expanded features disclosure","Overview; chart of accounts; double-entry journal foundation; expenses; assets; income statement; balance sheet; inventory accounting configuration; supported automatic commerce postings.","Overview; chart of accounts; double-entry journal foundation; expenses; assets; income statement; balance sheet; inventory accounting configuration; supported automatic commerce postings.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-14-inventory:ar","src/content/landing.json","features.groups.group-14.inventory","ar","Expanded features disclosure","النظرة العامة؛ دليل الحسابات؛ أساس القيود المزدوجة؛ المصروفات؛ الأصول؛ قائمة الدخل؛ الميزانية؛ إعداد محاسبة المخزون؛ قيود تلقائية للعمليات المدعومة.","النظرة العامة؛ دليل الحسابات؛ أساس القيود المزدوجة؛ المصروفات؛ الأصول؛ قائمة الدخل؛ الميزانية؛ إعداد محاسبة المخزون؛ قيود تلقائية للعمليات المدعومة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-15-name:en","src/content/landing.json","features.groups.group-15.name","en","Features disclosure label","Analytics","Analytics","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-15-name:ar","src/content/landing.json","features.groups.group-15.name","ar","Features disclosure label","التحليلات","التحليلات","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-15-inventory:en","src/content/landing.json","features.groups.group-15.inventory","en","Expanded features disclosure","Revenue; orders; AOV; customer acquisition; daily trends; category revenue; top products; governorates; payment mix; coupons; loyalty; ratings; refunds; date ranges.","Revenue; orders; AOV; customer acquisition; daily trends; category revenue; top products; governorates; payment mix; coupons; loyalty; ratings; refunds; date ranges.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-15-inventory:ar","src/content/landing.json","features.groups.group-15.inventory","ar","Expanded features disclosure","الإيراد؛ الطلبات؛ متوسط قيمة الطلب؛ اكتساب العملاء؛ الاتجاهات اليومية؛ إيراد الفئات؛ أفضل المنتجات؛ المحافظات؛ مزيج الدفع؛ الكوبونات؛ الولاء؛ التقييمات؛ الاستردادات؛ الفترات الزمنية.","الإيراد؛ الطلبات؛ متوسط قيمة الطلب؛ اكتساب العملاء؛ الاتجاهات اليومية؛ إيراد الفئات؛ أفضل المنتجات؛ المحافظات؛ مزيج الدفع؛ الكوبونات؛ الولاء؛ التقييمات؛ الاستردادات؛ الفترات الزمنية.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-16-name:en","src/content/landing.json","features.groups.group-16.name","en","Features disclosure label","Store configuration","Store configuration","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-16-name:ar","src/content/landing.json","features.groups.group-16.name","ar","Features disclosure label","إعداد المتجر","إعداد المتجر","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-16-inventory:en","src/content/landing.json","features.groups.group-16.inventory","en","Expanded features disclosure","Contact and currency; COD; tax; shipping; stock thresholds; accounting mode; layout; cards; grid; ratings; out-of-stock behavior; ticker; loyalty; social links; bilingual SEO; colors; themes; banners; navigation; widgets.","Contact and currency; COD; tax; shipping; stock thresholds; accounting mode; layout; cards; grid; ratings; out-of-stock behavior; ticker; loyalty; social links; bilingual SEO; colors; themes; banners; navigation; widgets.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-16-inventory:ar","src/content/landing.json","features.groups.group-16.inventory","ar","Expanded features disclosure","الاتصال والعملة؛ الدفع عند الاستلام؛ الضريبة؛ الشحن؛ حد المخزون؛ وضع المحاسبة؛ التخطيط؛ البطاقات؛ الشبكة؛ التقييمات؛ سلوك النفاد؛ الشريط؛ الولاء؛ الروابط الاجتماعية؛ تهيئة محركات البحث ثنائية اللغة؛ الألوان؛ القوالب؛ البانرات؛ التنقل؛ المكونات.","الاتصال والعملة؛ الدفع عند الاستلام؛ الضريبة؛ الشحن؛ حد المخزون؛ وضع المحاسبة؛ التخطيط؛ البطاقات؛ الشبكة؛ التقييمات؛ سلوك النفاد؛ الشريط؛ الولاء؛ الروابط الاجتماعية؛ تهيئة محركات البحث ثنائية اللغة؛ الألوان؛ القوالب؛ البانرات؛ التنقل؛ المكونات.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-17-name:en","src/content/landing.json","features.groups.group-17.name","en","Features disclosure label","Platform and resilience","Platform and resilience","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-17-name:ar","src/content/landing.json","features.groups.group-17.name","ar","Features disclosure label","المنصة والاستمرارية","المنصة والاستمرارية","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-17-inventory:en","src/content/landing.json","features.groups.group-17.inventory","en","Expanded features disclosure","Installable PWA and cached assets; web push when configured; Store-aware hosts; managed handles; custom-domain registry; private media; restricted Super Admin recovery infrastructure; encrypted artifacts and checksums; platform health, lifecycle, archive/restore, domain controls, and bounded support access.","Installable PWA and cached assets; web push when configured; Store-aware hosts; managed handles; custom-domain registry; private media; restricted Super Admin recovery infrastructure; encrypted artifacts and checksums; platform health, lifecycle, archive/restore, domain controls, and bounded support access.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-17-inventory:ar","src/content/landing.json","features.groups.group-17.inventory","ar","Expanded features disclosure","تطبيق قابل للتثبيت وأصول مخزنة؛ إشعارات ويب عند الإعداد؛ عناوين واعية بالمتجر؛ عناوين مُدارة؛ سجل النطاقات؛ وسائط خاصة؛ بنية استعادة مقيّدة لمسؤول المنصة؛ ملفات مشفرة وفحص سلامة؛ صحة المنصة ودورة الحياة والأرشفة والاستعادة والنطاقات ودعم محدود.","تطبيق قابل للتثبيت وأصول مخزنة؛ إشعارات ويب عند الإعداد؛ عناوين واعية بالمتجر؛ عناوين مُدارة؛ سجل النطاقات؛ وسائط خاصة؛ بنية استعادة مقيّدة لمسؤول المنصة؛ ملفات مشفرة وفحص سلامة؛ صحة المنصة ودورة الحياة والأرشفة والاستعادة والنطاقات ودعم محدود.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"demo-eyebrow:en","src/content/landing.json","demo.eyebrow","en","demo section","See how the workflow connects","See how the workflow connects","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"demo-eyebrow:ar","src/content/landing.json","demo.eyebrow","ar","demo section","اطّلع على ترابط سير العمل","اطّلع على ترابط سير العمل","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"demo-heading:en","src/content/landing.json","demo.heading","en","demo section","Explore a demonstration Store.","Explore a demonstration Store.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"demo-heading:ar","src/content/landing.json","demo.heading","ar","demo section","استكشف المتجر التجريبي.","استكشف المتجر التجريبي.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"demo-body:en","src/content/landing.json","demo.body","en","demo section","Follow a product from discovery to checkout. Then see how catalog, stock, purchasing, orders, customers, finance, and POS connect. The demo uses sample data.","Follow a product from discovery to checkout. Then see how catalog, stock, purchasing, orders, customers, finance, and POS connect. The demo uses sample data.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"demo-body:ar","src/content/landing.json","demo.body","ar","demo section","تابع المنتج من الاكتشاف إلى إتمام الشراء، ثم اطّلع على ترابط الكتالوج والمخزون والمشتريات والطلبات والعملاء والمالية ونقطة البيع. تستخدم التجربة بيانات نموذجية.","تابع المنتج من الاكتشاف إلى إتمام الشراء، ثم اطّلع على ترابط الكتالوج والمخزون والمشتريات والطلبات والعملاء والمالية ونقطة البيع. تستخدم التجربة بيانات نموذجية.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"demo-premise:en","src/content/landing.json","demo.premise","en","demo section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"demo-premise:ar","src/content/landing.json","demo.premise","ar","demo section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"start-eyebrow:en","src/content/landing.json","start.eyebrow","en","start section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"start-eyebrow:ar","src/content/landing.json","start.eyebrow","ar","start section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"start-heading:en","src/content/landing.json","start.heading","en","start section","Build your brand on a connected commerce foundation.","Build your brand on a connected commerce foundation.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"start-heading:ar","src/content/landing.json","start.heading","ar","start section","ابنِ علامتك التجارية على أساس تجاري مترابط.","ابنِ علامتك التجارية على أساس تجاري مترابط.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"start-body:en","src/content/landing.json","start.body","en","start section","Start with one Business. Add Stores when you need them.","Start with one Business. Add Stores when you need them.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"start-body:ar","src/content/landing.json","start.body","ar","start section","ابدأ بنشاط تجاري واحد، وأضف المتاجر عند الحاجة.","ابدأ بنشاط تجاري واحد، وأضف المتاجر عند الحاجة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"start-premise:en","src/content/landing.json","start.premise","en","start section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"start-premise:ar","src/content/landing.json","start.premise","ar","start section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"footer-eyebrow:en","src/content/landing.json","footer.eyebrow","en","footer section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"footer-eyebrow:ar","src/content/landing.json","footer.eyebrow","ar","footer section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"footer-headline:en","src/content/landing.json","footer.heading","en","footer section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"footer-headline:ar","src/content/landing.json","footer.heading","ar","footer section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"footer-introduction:en","src/content/landing.json","footer.body","en","footer section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"footer-introduction:ar","src/content/landing.json","footer.body","ar","footer section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"footer-premise:en","src/content/landing.json","footer.premise","en","footer section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"footer-premise:ar","src/content/landing.json","footer.premise","ar","footer section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"root-system:en","src/content/index.ts","copy.rootSystem","en","Shared component, control, link, notice, diagram, or footer","ROOT SYSTEM","ROOT SYSTEM","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"root-system:ar","src/content/index.ts","copy.rootSystem","ar","Shared component, control, link, notice, diagram, or footer","منظومة الجذور","منظومة الجذور","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"cta-start:en","src/content/index.ts","copy.start","en","Shared component, control, link, notice, diagram, or footer","Start your Business","Start your Business","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"cta-start:ar","src/content/index.ts","copy.start","ar","Shared component, control, link, notice, diagram, or footer","ابدأ نشاطك التجاري","ابدأ نشاطك التجاري","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"cta-demo:en","src/content/index.ts","copy.demo","en","Shared component, control, link, notice, diagram, or footer","Explore the Demo","Explore the Demo","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"cta-demo:ar","src/content/index.ts","copy.demo","ar","Shared component, control, link, notice, diagram, or footer","استكشف التجربة","استكشف التجربة","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"cta-signin:en","src/content/index.ts","copy.signin","en","Shared component, control, link, notice, diagram, or footer","Sign in","Sign in","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"cta-signin:ar","src/content/index.ts","copy.signin","ar","Shared component, control, link, notice, diagram, or footer","تسجيل الدخول","تسجيل الدخول","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"lockup:en","src/content/index.ts","copy.lockup","en","Shared component, control, link, notice, diagram, or footer","Jizrak","Jizrak","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"lockup:ar","src/content/index.ts","copy.lockup","ar","Shared component, control, link, notice, diagram, or footer","جِذرك","جِذرك","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"workflow-detail:en","src/content/index.ts","copy.detail","en","Shared component, control, link, notice, diagram, or footer","View workflow details","View workflow details","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"workflow-detail:ar","src/content/index.ts","copy.detail","ar","Shared component, control, link, notice, diagram, or footer","عرض تفاصيل سير العمل","عرض تفاصيل سير العمل","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"close-detail:en","src/content/index.ts","copy.close","en","Shared component, control, link, notice, diagram, or footer","Workflow details","Workflow details","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"close-detail:ar","src/content/index.ts","copy.close","ar","Shared component, control, link, notice, diagram, or footer","تفاصيل سير العمل","تفاصيل سير العمل","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"root-label:en","src/content/index.ts","copy.rootLabel","en","Shared component, control, link, notice, diagram, or footer","Connected commerce for every Store.","Connected commerce for every Store.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"root-label:ar","src/content/index.ts","copy.rootLabel","ar","Shared component, control, link, notice, diagram, or footer","تجارة مترابطة لكل متجر.","تجارة مترابطة لكل متجر.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"ledger-note:en","src/content/index.ts","copy.ledgerNote","en","Shared component, control, link, notice, diagram, or footer","One shared Location. Two separate stock ledgers.","One shared Location. Two separate stock ledgers.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"ledger-note:ar","src/content/index.ts","copy.ledgerNote","ar","Shared component, control, link, notice, diagram, or footer","موقع مشترك واحد. دفتران منفصلان للمخزون.","موقع مشترك واحد. دفتران منفصلان للمخزون.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"ledger-a:en","src/content/index.ts","copy.ledgerA","en","Shared component, control, link, notice, diagram, or footer","Store A ledger","Store A ledger","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"ledger-a:ar","src/content/index.ts","copy.ledgerA","ar","Shared component, control, link, notice, diagram, or footer","دفتر المتجر أ","دفتر المتجر أ","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"ledger-b:en","src/content/index.ts","copy.ledgerB","en","Shared component, control, link, notice, diagram, or footer","Store B ledger","Store B ledger","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"ledger-b:ar","src/content/index.ts","copy.ledgerB","ar","Shared component, control, link, notice, diagram, or footer","دفتر المتجر ب","دفتر المتجر ب","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"store-a:en","src/content/index.ts","copy.storeA","en","Shared component, control, link, notice, diagram, or footer","Store A","Store A","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"store-a:ar","src/content/index.ts","copy.storeA","ar","Shared component, control, link, notice, diagram, or footer","المتجر أ","المتجر أ","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"store-b:en","src/content/index.ts","copy.storeB","en","Shared component, control, link, notice, diagram, or footer","Store B","Store B","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"store-b:ar","src/content/index.ts","copy.storeB","ar","Shared component, control, link, notice, diagram, or footer","المتجر ب","المتجر ب","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"business-label:en","src/content/index.ts","copy.business","en","Shared component, control, link, notice, diagram, or footer","Business","Business","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"business-label:ar","src/content/index.ts","copy.business","ar","Shared component, control, link, notice, diagram, or footer","النشاط التجاري","النشاط التجاري","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"location-label:en","src/content/index.ts","copy.location","en","Shared component, control, link, notice, diagram, or footer","Location","Location","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"location-label:ar","src/content/index.ts","copy.location","ar","Shared component, control, link, notice, diagram, or footer","الموقع","الموقع","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"native-label:en","src/content/index.ts","copy.native","en","Shared component, control, link, notice, diagram, or footer","Built for commerce in the region.","For Arab businesses.","reviewed","found","Portable regional language.","Name Arab businesses.","pass","","Source audit; rendered locale and state checks."
"native-label:ar","src/content/index.ts","copy.native","ar","Shared component, control, link, notice, diagram, or footer","منظومة للتجارة في المنطقة.","للأنشطة التجارية العربية.","reviewed","found","Vague regional claim.","Name Arab businesses.","pass","","Source audit; rendered locale and state checks."
"stock-label:en","src/content/index.ts","copy.stock","en","Shared component, control, link, notice, diagram, or footer","Independent Stores. Shared operations.","Independent Stores. Shared operations.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"stock-label:ar","src/content/index.ts","copy.stock","ar","Shared component, control, link, notice, diagram, or footer","متاجر مستقلة وعمليات مشتركة.","متاجر مستقلة وعمليات مشتركة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"egp-label:en","src/content/index.ts","copy.egp","en","Shared component, control, link, notice, diagram, or footer","Built for Egyptian commerce.","For Egyptian commerce.","reviewed","found","Unnecessary construction language.","Use the direct market statement.","pass","","Source audit; rendered locale and state checks."
"egp-label:ar","src/content/index.ts","copy.egp","ar","Shared component, control, link, notice, diagram, or footer","مصمم للتجارة في مصر.","للتجارة في مصر.","reviewed","found","Literal passive translation.","Use the direct market statement.","pass","","Source audit; rendered locale and state checks."
"current-step:en","src/content/index.ts","copy.currentStep","en","Shared component, control, link, notice, diagram, or footer","Current step","Current step","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"current-step:ar","src/content/index.ts","copy.currentStep","ar","Shared component, control, link, notice, diagram, or footer","الخطوة الحالية","الخطوة الحالية","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"closing:en","src/content/index.ts","copy.closing","en","Shared component, control, link, notice, diagram, or footer","Your idea. Your brand. Your roots.","Your idea. Your brand. Your roots.","protected","none found","","","protected","Approved slogan; preserve exactly.","Source audit; rendered locale and state checks."
"closing:ar","src/content/index.ts","copy.closing","ar","Shared component, control, link, notice, diagram, or footer","فكرتك. براندك. جذرك.","فكرتك. براندك. جذرك.","protected","none found","","","protected","Approved slogan; preserve exactly.","Source audit; rendered locale and state checks."
"features-link:en","src/content/index.ts","copy.featureLink","en","Shared component, control, link, notice, diagram, or footer","Features","Features","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-link:ar","src/content/index.ts","copy.featureLink","ar","Shared component, control, link, notice, diagram, or footer","المزايا","المزايا","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"demo-link:en","src/content/index.ts","copy.demoLink","en","Shared component, control, link, notice, diagram, or footer","Demo","Demo","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"demo-link:ar","src/content/index.ts","copy.demoLink","ar","Shared component, control, link, notice, diagram, or footer","التجربة","التجربة","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"footer-nav:en","src/content/index.ts","copy.footerNav","en","Shared component, control, link, notice, diagram, or footer","Footer","Footer","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"footer-nav:ar","src/content/index.ts","copy.footerNav","ar","Shared component, control, link, notice, diagram, or footer","تذييل الصفحة","تذييل الصفحة","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"preview-label:en","src/content/index.ts","copy.preview","en","Shared component, control, link, notice, diagram, or footer","Design preview. Product links will be added when they are ready.","Design preview. Product links will be added when they are ready.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"preview-label:ar","src/content/index.ts","copy.preview","ar","Shared component, control, link, notice, diagram, or footer","معاينة للتصميم. تُضاف روابط المنتج عند جاهزيتها.","معاينة للتصميم. تُضاف روابط المنتج عند جاهزيتها.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"start-pending:en","src/content/index.ts","copy.startPending","en","Shared component, control, link, notice, diagram, or footer","Business onboarding will be linked here when it is ready.","Business onboarding will be linked here when it is ready.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"start-pending:ar","src/content/index.ts","copy.startPending","ar","Shared component, control, link, notice, diagram, or footer","يُضاف رابط بدء النشاط التجاري هنا عند جاهزيته.","يُضاف رابط بدء النشاط التجاري هنا عند جاهزيته.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"demo-pending:en","src/content/index.ts","copy.demoPending","en","Shared component, control, link, notice, diagram, or footer","The demonstration Store will be linked here when it is ready.","The demonstration Store will be linked here when it is ready.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"demo-pending:ar","src/content/index.ts","copy.demoPending","ar","Shared component, control, link, notice, diagram, or footer","يُضاف رابط المتجر التجريبي هنا عند جاهزيته.","يُضاف رابط المتجر التجريبي هنا عند جاهزيته.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"sign-pending:en","src/content/index.ts","copy.signPending","en","Shared component, control, link, notice, diagram, or footer","Sign-in will be linked here when it is ready.","Sign-in will be linked here when it is ready.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"sign-pending:ar","src/content/index.ts","copy.signPending","ar","Shared component, control, link, notice, diagram, or footer","يُضاف رابط تسجيل الدخول هنا عند جاهزيته.","يُضاف رابط تسجيل الدخول هنا عند جاهزيته.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"error:en","src/content/index.ts","copy.error","en","Shared component, control, link, notice, diagram, or footer","The page could not finish loading. Reload to try again.","The page could not finish loading. Reload to try again.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"error:ar","src/content/index.ts","copy.error","ar","Shared component, control, link, notice, diagram, or footer","تعذر إكمال تحميل الصفحة. أعد التحميل للمحاولة مرة أخرى.","تعذر إكمال تحميل الصفحة. أعد التحميل للمحاولة مرة أخرى.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"privacy:en","src/content/index.ts","copy.privacy","en","Shared component, control, link, notice, diagram, or footer","Privacy","Privacy","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"privacy:ar","src/content/index.ts","copy.privacy","ar","Shared component, control, link, notice, diagram, or footer","الخصوصية","الخصوصية","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"terms:en","src/content/index.ts","copy.terms","en","Shared component, control, link, notice, diagram, or footer","Terms","Terms","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"terms:ar","src/content/index.ts","copy.terms","ar","Shared component, control, link, notice, diagram, or footer","الشروط","الشروط","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"connected:en","src/content/index.ts","nav.connected","en","Header navigation","How it connects","How it connects","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"connected:ar","src/content/index.ts","nav.connected","ar","Header navigation","آلية ترابط المنظومة","آلية ترابط المنظومة","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"sell:en","src/content/index.ts","nav.sell","en","Header navigation","Sell","Sell","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"sell:ar","src/content/index.ts","nav.sell","ar","Header navigation","البيع","البيع","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"operate:en","src/content/index.ts","nav.operate","en","Header navigation","Operate","Operate","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"operate:ar","src/content/index.ts","nav.operate","ar","Header navigation","التشغيل","التشغيل","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"understand:en","src/content/index.ts","nav.understand","en","Header navigation","Understand","Understand","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"understand:ar","src/content/index.ts","nav.understand","ar","Header navigation","فهم الأرقام","فهم الأرقام","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features:en","src/content/index.ts","nav.features","en","Header navigation","All features","All features","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features:ar","src/content/index.ts","nav.features","ar","Header navigation","كل المزايا","كل المزايا","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"storefront:en","src/content/index.ts","nodes.storefront","en","Workflow and demo diagrams","Storefront","Storefront","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"storefront:ar","src/content/index.ts","nodes.storefront","ar","Workflow and demo diagrams","واجهة المتجر","واجهة المتجر","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos:en","src/content/index.ts","nodes.pos","en","Workflow and demo diagrams","POS","POS","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos:ar","src/content/index.ts","nodes.pos","ar","Workflow and demo diagrams","نقطة البيع","نقطة البيع","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory:en","src/content/index.ts","nodes.inventory","en","Workflow and demo diagrams","Inventory","Inventory","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory:ar","src/content/index.ts","nodes.inventory","ar","Workflow and demo diagrams","المخزون","المخزون","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders:en","src/content/index.ts","nodes.orders","en","Workflow and demo diagrams","Orders","Orders","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders:ar","src/content/index.ts","nodes.orders","ar","Workflow and demo diagrams","الطلبات","الطلبات","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing:en","src/content/index.ts","nodes.purchasing","en","Workflow and demo diagrams","Purchasing","Purchasing","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
